repository_owner,repository_name
cstubben,features
cstubben,ncbi
cstubben,popbio
czers,su-topical-classification
daiba,quake2map
dalexander,R-pbh5
damionjunk,DBDADemo
danaszuokas,P3
danaszuokas,pitchas3
dankelley,oce
dankelley,plan
danohuiginn,rstats
daroczig,sandboxR
datanoborders,Datadives
daudi,Rmarkdown
davetgerrard,LiverStemCellProteins
davetgerrard,mlgt
dbarbier,deb-ot
dbetebenner,SGP
dblodgett-usgs,WaterSMART
dchudz,gestures
deaneckles,multiway_bootstrap
decc,Balancing
dennari,Spat
derele,454
dgleebits,iPhone-iTunes-Backup-Spy-Python-Program
diegovalle,Express-Divorce
dill,Distance
dill,distance
dill,dsm
dill,mmds
discordianfish,check_graphite.r
dkahle,ggmap
dmarkham,btp
dmbates,knitr
dnbarron,Feedback-study
dnbarron,ICNARC
dnbarron,Picker-Data
dnbarron,PublicPrivatePay
donkang75,MetaQC
doobwa,qmcmc
dproctor,dougs_thesis
drewconway,ML-Email-Code
drewconway,Twitter-Congress
drewconway,WikiLeaks_Analysis
dritoshi,idol
dritoshi,jsbi_chipseq
dritoshi,learning_multicore_pkg
dritoshi,r5refclasses
ds10,R-Workspace
duncantl,CodeDepends
duncantl,REuPathDB
duncantl,RExcelXML
duncantl,RKMLDevice
duncantl,RLLVMCompile
duncantl,RMIMEHandlers
duncantl,RMendeley
duncantl,ROAuth
duncantl,ROOXML
duncantl,RWordXML
duncantl,Rflickr
duncantl,Zillow
dwbapst,paleotree
dwinter,mmod
dylanvee,EcoIP
echen,dirichlet-process
echen,gap-statistic
echen,ggplot2-tutorial
echen,information-propagation
echen,prediction-strength
echi,Imputation
echi,Sudoku
ecpolley,SuperLearner
ecpolley,SuperLearnerExtra
edielivon,Useful-R-functions
edwindj,Rook
edwindj,category
edwindj,devtools
edwindj,precipitation
edzer,sp
egking,DSPRqtl
ehrlinger,l2boost
ejardim,BioDymMSE
ejardim,a4a
ejardim,pelagicBRPtests
ellchow,moRe
elofgren,Visualizing-Results-from-Infection-Transmission-Models
emhart,Misc_Func
erex,from-asus
erichhuang,code-entities
eshilts,handysmurf
etmc,hadron
eusebe,ascii
f-tonini,Extreme-Values-For-Gridded-Data
f-tonini,Termite-Dispersal-Simulation
fabian-s,knitr
fbreitwieser,isobar
fcostin,unimelb_grant_applications
felipegonzalez,Enlace2011
felipegonzalez,L15LUtils
felipegonzalez,Tablas-de-contingencia
felipegonzalez,reunion_R_30032012
feng-li,flutils
feng-li,rutils
fhxalgo,fhx_model
floswald,bankruptcy
floybix,canberrainspire
floybix,hydromad
fonnesbeck,Bios301
frenkiboy,genomation
friendly,ellipses_paper
fstrath,Hotspot
furukama,misc
fusion0202,RStat
gabriel-bezerra,analytics-gabriel
gabysbrain,knitr
garrettgman,modelglyphs
gatoravi,macbook_scripts
gcalhoun,oosanalysis-R-library
geneorama,geneorama
genome-vendor,r-cran-pbh5
geoffjentry,ROAuth
geoffjentry,RStackExchange
geoffjentry,twitteR
gerumanium,gerumanium-task
gfinak,MIMOSA
gfinak,flowStats
gfinak,flowWorkspace
ggobi,cranvas
ggobi,ggally
ggobi,objectProperties
ggobi,objectWidgets
ggobi,paper-climate
ggobi,paper-inference-jasa
ggobi,plumbr
ggobi,qtutils
ggobi,tourr
ggobi,tourr-gui
gid79,ML_for_Hackers
gigamonkey,swankr
gimoya,theBioBucket-Archives
gjkerns,IPSUR
gjuggler,ape
gjuggler,ggphylo
gjwgit,container
gjwgit,wsrpart
gmbecker,ProteinVis
gmbecker,rigbLite
goldfish-dave,USyd_STAT2011
gragusa,grpack
greimo,reunion_R_30032012
grosscol,RobbinsMutationsToPeptides
gschofl,biofiles
gschofl,rentrez
gschofl,rmisc
gui11aume,drosonorm
gui11aume,vtrackR
hadley,boxplots-paper
hadley,data-baby-names
hadley,data-housing-crisis
hadley,devtools
hadley,evaluate
hadley,ggplot2
hadley,gtable
hadley,helpr
hadley,httr
hadley,lubridate
hadley,plyr
hadley,profr
hadley,reshape
hadley,scales
hadley,sfhousing
hadley,staticdocs
hadley,stringr
hadley,test_that
halpo,devtools
halpo,dostats
halpo,harvestr
halpo,lint
harshasraja,mscthesis
hayleykilroy,Dimensions
hcnh174,vardb-util
hdoerries,gittest
heike,comparing-designs
heike,csda-writeup
heike,hammocks
henrikmidtiby,Latex-snippets
herbps10,empires
hhh6897,R-Finance
hpiwowar,citation11k
iaingallagher,TargetScanneR
idrisr,RCookBook
idrisr,Regression
idrisr,bayes_book
idrisr,dm201
idrisr,ggplot2_book
imadcat,R_fmtools
imax,dou-salaries
infynyxx,ML_for_Hackers
inti,ComparaPhyloStratiphy
ishida-m,test
isomorphisms,twitteR
ivanhanigan,ExcessHeatIndices
ivanhanigan,HutchinsonDroughtIndex
jah238,Acoustic-Classification-of-Focus
jaredlander,coefplot
jaredlander,useful
jaredlander,week2
jarioksa,vegan
jaroyle,SCRbayes
jashworth-isb,ja-isb-scripts
jasontc2,Rtools
jawhiteley,SECC.R.JAW
jborowitz,R-Estout2
jbryer,Dissertation
jbryer,ipeds
jbryer,irutils
jbryer,makeR
jbryer,multilevelPSA
jbryer,qualtrics
jcarbonell,trabajo-master
jcheng5,knitr
jcquiroz,Southern-Hake-Fishery
jcquiroz,ggplot2
jcrada,sct
jdonaldson,rtsne
jdonaldson,sculpt3d
jdrizin,Drizin-thesis-code
jdrizin,echinacea-project-scraps
jean-robert,Bossa
jebyrnes,Ecological-SEMs-in-lavaan
jedifran,Bridge-crossing-problem-in-R
jefferis,AnalysisSuite
jeffreybreen,hadoop-R
jeffreybreen,tutorial-201203-big-data
jeffreybreen,twitter-sentiment-analysis-tutorial-201107
jeffreyhorner,Rook
jeffreyhorner,rRack
jeffreyhorner,redcap
jeffreyhorner,sinartra_example
jennyteng,CKDsim
jeroenooms,Ohmage
jeroenooms,opencpu
jeroenooms,opencpu.demo
jeroenooms,opencpu.encode
jeromyanglim,Sweave_Item_Analysis
jeromyanglim,Sweave_Winter_Olympics
jessykate,urbanprediction
jewmanchue,ZevRTricks
jfisher-usgs,ObsNetwork
jfisher-usgs,RNWIS
jfisher-usgs,RSurvey
jfisher-usgs,Trends
jiho,atlasr
jiho,ggplot2
jiho,scales
jkeirstead,r-slopegraph
jlaake,CIPinnipedAnalysis
jlaake,CalcurData
jlaake,CuSurvival
jlaake,EjBrandEval
jlaake,PvSurvival
jlaake,RMark
jlaake,Zcmarked
jlaake,mrds
jlaake,mrpt
jlegewie,SublimePeek
jlegewie,SublimeQuickLook
jnikelski,lorisStatistics
jnikelski,rmincIO
joethorley,ddata
joethorley,folders
joethorley,gplot
joethorley,gsanalysis
joethorley,gsr
joethorley,jagr
joey711,ggphylo
joey711,phyloseq
johnjosephhorton,AWS.tools
johnmcdonnell,ProjectTemplate
johnmyleswhite,JAGSExamples
johnmyleswhite,JuliaVsR
johnmyleswhite,ML_for_Hackers
johnmyleswhite,ProjectTemplate
johnmyleswhite,TextRegression
johnmyleswhite,abbReviations
johnmyleswhite,julia_nyhackr
johnmyleswhite,r_recommendation_system
johnmyleswhite,stats.jl
johnmyleswhite,walkability
jonasstein,sitools
jonclayden,tractor
jonkeane,knitr
josephguillaume,hydromad
josephwb,turboMEDUSA
joshcutler,Dynadas
jovo,generalized-signal-subgraph-classifier
jovo,supervenience
jpfrench81,SpatialTools
jpl2116,ee227a-sp12
jpl2116,lightcurves
jreistetter,MS_thesis
jrnold,knitr
jrowen,ggplot2
jseidman,hadoop-R
juba,rgrs
junkieDolphin,MoodBar
justincjohnson,ML_for_Hackers
justincjohnson,devtools
justincjohnson,ggplot2
justone,r
jvdimas,rcloud
jvdt,R-Twitter-analysis
jverzani,gWidgets2
jverzani,gWidgets2Qt
jverzani,gWidgets2RGtk2
jverzani,gWidgets2tcltk
k-jacobi,R-Scripts
kafka399,Rproject
kamenoseiji,BPsmooth
karthikram,Pcor
karthikram,rDrop
karthikram,test
katenambiar,peparray
kbroman,broman
kbroman,neqtl
kbroman,qtl
kenahoo,test_that
kenchan0130,RBloomberg
kimiyuki,pub
kjhealy,editors
kleinjos,r-processing-for-tilemill
klutometis,roxygen
kmace,chip-cluster
kmace,comparitron-knn
kmace,th17-heatmap
kmcd,r_cointegration
kmiddleton,abd
kmiddleton,rexamples
kohske,devtools
kohske,ggplot2
kohske,labeledLoop
kohske,peuleR
kohske,vtest
kollerma,git-submodule-tools
kpierce8,RS-Scripts
kylebittinger,polyafit
lambhi,R-code
leipzig,mito-conservation-index
leipzig,stringr
lemnica,quantkiosk
lewisab,matrixmodels
lianos,BiocSeqSVM
lianos,biosignals
lianos,shikken
lima1,r-kmeiR
liviavinci,CS4740P2
lomereiter,rOpenSci
lomereiter,rOpenSciGSoCTest
lomereiter,rplos
lotze,bandit
louhos,soRvi-dev
louhos,takomo
lpagie,runSweave
lpenz,lpenz.github.com
mace84,RFunctions
mace84,Replication_PJ07
maciekjswat,gitTest
macumber,Randomness
malnirav,hiAnnotator
manders,dsim
markheckmann,MHmisc
markheckmann,OpenRepGrid
markheckmann,gridsampler
markheckmann,mhtest
markheckmann,serialmail
markhuberty,leghist
markhuberty,ps236b_parallel
markhuberty,remote_mysql_tutorial
markhuberty,stackexchange
markkaganovich,arraypool
markmfredrickson,RItools
markmfredrickson,RItools-vignette
markmfredrickson,natural-experiments-in-genetics
markrogersjr,ee227a-sp12
martwine,Transfer-velocity-core-scheme
mat,rfun
matteoredaelli,twitter-r-utils
mattmalin,Rface
mattsigal,Functional-Data-Analysis
mavam,stat-cookbook
maxipesfix,receptionist_corpus
mbask,ManforDesignAnalysis
mbask,treecm
mbq,rtape
mdlerch,bird-beetle
mdlerch,school-stat502
mdlerch,school-stat506
mewo2,airquality
mfrasca,r-logging
mfrasca,zoo
mfrmn,qrm
michaelbarton,bioinformatics-career-survey
mike-lawrence,ez
mike-lawrence,plyr
mikefree88,tile-simcf
mikejiang,QUALIFIER
mivi,td
mjaeugster,ISIPTA
mjaeugster,progr
mkao006,SNM-GARCH
mlist,R
mlt,miscelrneous
mndrs,dsim
mnel,R_code
mnel,devtools
mnel,knitr
motohirosky,test
mpi2,stats_working_group
mpiktas,midasr
mpk,GillespieSSA
mroutley,EISimulations
msainz,writer_id
msettles,FluidR
mspada,b-value_depth
mundoSICA,geany-web-ninja
mut8,ligpaper
mwvaughn,edgeR-iplant-de
naoisky,r-script
natorro,Statistical-Analysis-with-R
nattomi,otulear
nbest937,isi-mip-input
nbest937,thesis
nchernia,Presidio
neilkod,2012_mb_corporate_run
niladrir,cricket
nirmalyab,EMDeADMAn
nirmalyab,PredTB
noahhl,oauth
noahhl,r-google-analytics
noamross,ARE277
noamross,Pollen
noamross,S-Maps
nokinen,msc-analysis
occupydata,Occupy-data-processing
occupydc,Occupy-data-processing
omegahat,RBigfiles
omegahat,RDA
omegahat,RGoogleTrends
omegahat,RJSCanvasDevice
omegahat,RKeynote
omegahat,RNYTimes
omegahat,RSourceTools
omegahat,RTiming
omegahat,Ripinfo
omegahat,RwxWidgets
omegahat,SSOAP
omegahat,XDocTools
omegahat,XDynDocs
omegahat,XMLSchema
openSUSE,libsolv-zypptestcases
openanalytics,roxygen
openmhealth,dpu.mobility
paterijk,RXMCDA
patperu,wifiroma
paulgribble,neurostats
pavank,Machine-Learning-for-Hackers-Walkthough
pborawski,voteranalysis
percyfal,Rngstools
perian,dipl
petewerner,misc
petrovs12,R-thesis-Work
phewson,regnotes
phewson,statlit
philchalmers,Functional-Data-Analysis
philchalmers,OLScurve
philchalmers,devtools
philchalmers,faoutlier
philchalmers,mirt
phosphorm,Rz
physion,Rovation
pinard,NRart
pinzunza,laboratorios
pmagwene,Bio313
poneill,transcriptomics
prcleary,hpanw
professorsparkles,Penalty_kicks_R
prschmid,RTools
psolymos,KnockKnockJokes
psolymos,vegan
psychemedia,Twitter-Backchannel-Analysis
punkto,MSWL_paper_MSR
pyrovski,allocation-times
pyrovski,aniruddha-times
qqtop,Dabble
quicklizard99,cheddar
quicklizard99,gruyere
raffdoc,knitr
rahuldave,ML_for_Hackers
raivokolde,AnnotatedPCA
rajarshi,cdkr
rajarshi,chemblr
rajarshi,oss-desc
rajivr,think-stats-R
ramey,diagdiscrim
ramnathv,Chicago-Mayoral-Elections
ramnathv,knitr
ramnathv,styleR
raphg,pepViz
rbchan,unmarked
rclose,My-First-Project
rdpeng,cacher
rdpeng,cachesweave
rdpeng,filehash
rdpeng,knitr
rdpeng,mvtsplot
rdpeng,simpleboot
rdpeng,stashr
rdpeng,tsmodel
rec3141,pangenome
renozao,roxygen
rfhaeusler,dicionariosIBGE
rgehring,RPyBI
richardsc,oakPointClimateData
richfitz,TRAMPR
rjoomen,ggplot2-additions
rjoomen,toLatex
rjweiss,NOPVO
rlshepherd,Growth-and-Gov
rlvesco7,entmedia
rlvesco7,patents
road2stat,r-ninja
robjhyndman,demography
robjhyndman,forecast
romainFr,Rovation
ronert,.RProfile.d
rootednode,dotfiles
ropensci,RMendeley
ropensci,citeulike
ropensci,rEcoData
ropensci,rOpenSci
ropensci,raltmet
ropensci,rbhl
ropensci,rbold
ropensci,rdatacite
ropensci,rdryad
ropensci,rfishbase
ropensci,rflybase
ropensci,rfna
ropensci,rgbif
ropensci,ritis
ropensci,rnpn
ropensci,ropensciToolkit
ropensci,ropensnp
ropensci,rpensoft
ropensci,rplos
ropensci,rspringer
ropensci,rvertnet
ropensci,taxize_
ropensci,treeBASE
rpruim,fastR
rpruim,mosaic
rpruim,mosaicManip
rscharpf,MinimumDistance
rscharpf,VanillaICE
rscharpf,crlmm
rscharpf,oligoClasses
rstudio,knitr
rtelmore,Scraping
rtirrell,.rpt_profile
ruderphilipp,helpr
ruderphilipp,stringr
rxin,r_recommendation_system
rziemba,scratch
s-mckay-curtis,mcmcplots
samstearns,hhp
scalefreegan,Corems
scalefreegan,Link-communities
schalla,Sora
schoam4,semTools
sciruela,SentimentAnalysis
sciruela,countriesHighTech
sciruela,govermentsLifeexpectancy
sciruela,mysqlAnalysis
sciruela,twitterAnalysis
scottyaz,coarseDataTools
sdestercke,Belief-R-Package
sdjbrown,NIR-spectra-structure
sdjbrown,publicFiles
seananderson,marine_extinctions_review
seandavi,COSMIC.build57
seandavi,methylumi
serra,dbl2010-11
seventm,GITFUN
shackett,Cancer_metabolomics
shackett,Composition
sheymann,outskewer.r
siiowl,r-ninja
simbamangu,R-Scripts-Counting-Animals
simonweschle,W-ICEWS-Package
sipemu,R-Code
sipemu,Stuttgart_21
sipemu,funktionale-Datenanalyse
sjp,Visual-Inference-Tools
sjp,iNZight
skoval,mim
slagtermaarten,knitr
smc77,MachineLearningLectures
smoitra87,courses
sng87,pathmark-scripts
sorenmacbeth,googleanalytics4r
soumendra,indiaCensus
spaceships,long-to-wide
spaceships,rotate_database
spara,whereconf2012
srcorsi,Virus2
sreeprasad,R
stakahama,rlib
statisfactions,csound
statisfactions,playitbyr
stevebeattie,rApparmor
swiftsam,research
syounkin,LD-LASSO
systematicinvestor,SIT
taiyun,knitr
takano32,R-FizzBuzz
talgalili,R-code-snippets
tedunderwood,BrowseLDA
tega,AAA
tega,grafici-stat2
tengfei,biovizBase
tengfei,ggbio
tengfei,visnab
the-only-milosz,Grampler
themel,sendmailR
thercast,basic-interaction-with-R
thercast,data-structures
thercast,importing-data
thercast,package_admin
thomaskelder,ModelCraft
thomaskelder,R2GSCF
thomasvs,git-submodule-tools
tianhuidong,Cod
tianhuidong,Locust3
tierney,punchcard
timabe,Hot-Hand
timflutre,Rquantgen
timriffe,EquilateralLexis
timriffe,LifeTable
timriffe,ViennaDiagnostics
tjrantal,GnuRScatterplot
tlamadon,RcppSimpleTensor
tlamadon,Utils
tlevine,Datadives
tlevine,scraperwiki-kpi
tomjbarker,Team-Reports-in-R
tonybreyal,Blog-Reference-Functions
tpoisot,digitize
traytonwhite,oscarsanalysis
trestletech,R-Utils
trestletech,Sermon-Sentiment-Analysis
trialsolution,input_costs
tshauck,ml_project
ttriche,EGC.tools
ttriche,methylumi
urbach,hadron
usuallycwdillon,CSS692_project
vijaybarve,mygbif
vincentarelbundock,WDI
vincentarelbundock,countrycode
vitoshka,devtools
vitoshka,protoClasses
vitoshka,roxygen
vivekhariharan,datahackathon
vjclandmark,landmarkdataweb
vlandham,biobot
vpopovici,HF
vqv,ggbiplot
vramiro,r-dtn-tools
vsbuffalo,RLLVMCompile
vsbuffalo,qrqc
vzemlys,midas_sim
wactbprot,R4CouchDB
wch,bisectr
wch,ggplot2
wch,scales
wch,vtest
wchallenger,STAT-403-650
wcwetzel,Invert-drift-modeling
wcwetzel,Obs-plots
wcwetzel,pref-expt
wcwetzel,snow-fence
wdb,wdb2R
wdyang,RMongoAnalysis
weiju,cmonkey
weiwang,Time-Series-Multiple-Imputation
wesesque,disco_farms
wesesque,gwr
wesesque,qpcr
wesleyburr,multitaper
whitwort,bio285
whitwort,courseR
whitwort,growthCurves
whynotyet,r-code
woodrad,Twitter-Sentiment-Mining
wush978,MISQ-Experiments
wvengen,Rlgi
xccds,my-r-code
xrobin,pROC
yahoo,Latent-Factor-Models
yibochen,Rrenren
yibochen,Rscorecard
yibochen,Rweibo
yibochen,yibo_user
yihui,Rd2roxygen
yihui,cn
yihui,evaluate
yihui,formatR
yihui,fun
yihui,knitr
yihui,r-ninja
yiransheng,1self
yiransheng,A-R-Script-to-Download-Option-Quotes-from-Yahoo--Finance
yiransheng,Stack-of-R-scripts
yiransheng,selfstalker
yoni,R_Streaming_MapReduce_Example
yrosseel,lavaan
yuki-scio,Scio_02
yunnie,LargeScaleRegression
yvanrichard,vic-seminar-apr-2012
zeligdev,Zelig
zeligdev,Zelig-Documentation
zeligdev,ZeligMixed
zeligdev,zeligdev.github.com
zmjones,PTH-Geo
zmjones,Power-To-Hurt
znag,bibo
znag,bootRes
